Code	Line #	House	Room	Container	Object	Quantity	Value	Substrate	Trim or Accouterments	Contents	Size and Shape	Color	Condition	Function	Style	Gender	Owner	Other words	NumOther
1405-03 	19 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 	mensalem 	tabulam 	unam 			cum tabulonis 										1
1405-03 	20 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 	dreyssatorium 		unum 													0
1405-03 	21 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 	mensam, retro, scueriam 		unam 													0
1405-03 	22 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 	pavesia 	quatuor 														1
1405-03 	23 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 	pavesia, scussella, sive 							parva 							adornment, aule, duodecim, pro paramento, que, tenentur 	6
1405-03 	24 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In aula 			unam 												psitaci, tristegam 	2
1405-03 	26 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 	colcam 	bed 	unam 			cum duabus bredolis 										1
1405-03 	27 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 	culcitram, matalacium 	et 	unam, unum 													1
1405-03 	28 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 		transverserium 	unum 													1
1405-03 	29 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 	petias 		tres 						viridis 						cortinarum, curtains, tele 	3
1405-03 	30 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 	auricularia, bancale, pillows 		tria, unum 												cushion, et 	2
1405-03 	31 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 	capciam, de nuce, res 		unam 												eam, et, infra, sequentes, sistentes, viz 	6
1405-03 	36 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 		capcietam 	quandam 			cum certis cartis seu instrumentis 		parvam 								1
1405-03 	37 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera aule 		capcietas 	alias, duas 	modici valoris 		cum certis velis et camisiis domine 		parvas 								1
1405-03 	39 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	colcam 		unam 					parvam 								0
1405-03 	40 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	matalacium 		unum 					parvam 								0
1405-03 	41 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 		transverserium 	unum 													1
1405-03 	42 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 		flassiatam 	unam 													1
1405-03 	43 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	burdi 		unam, unum 		panni 				lividi 						copertam, copertorium, et 	3
1405-03 	44 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	capciam 		unam 					parvam 								0
1405-03 	45 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 		eminam 	unam 		fusteam 					fractam 						1
1405-03 	46 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	panalem 		unam 		fusteam 											0
1405-03 	47 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	capciam, farinam 		unam 							veterem 						0
1405-03 	48 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 		serrapos 	unum 		ferreum 											1
1405-03 	49 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia parva camera 	canistrum 		unum 			cum aliquibus sissoriis fuste 										0
1405-03 	51 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	mensalem 	tabulam 	unam 			cum tabulonis 										1
1405-03 	52 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 		bredolam 	unam 													1
1405-03 	53 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 		tabulam 	unam 	modici valoris 				parvam 		veterem 						1
1405-03 	54 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	concam 		unam 					magnam 								0
1405-03 	55 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	concam 		aliam, unam 					parvam 				perforatam 				0
1405-03 	56 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	cacobos 		duos, duos 													0
1405-03 	57 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	calfatoria 		tria 		cupri 											0
1405-03 	58 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	fol, sartaginem 		unam 													0
1405-03 	59 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	grahilham 		unam 													0
1405-03 	60 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	tianum 		unum 		cupri 											0
1405-03 	61 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 		tripedes 	duos 							veteres 						1
1405-03 	62 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	potos, salerias 		duas, tres 		stagni 										agferas, et, quatuor 	3
1405-03 	63 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 															aquiferas, quatuor 	2
1405-03 	64 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 		solerias 	duos 		stagni 											1
1405-03 	65 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	platos, scutellas 		sex, sex 		stagni 										et, salserias, sesdecim 	3
1405-03 	66 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	mastram, panem 		unam, unam 								ad portandum 				et, tabula 	2
1405-03 	67 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	tamissium 		unum 													0
1405-03 	68 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	astes, gratusas, sive, verii 	et 	duas, duo 		ferri 											1
1405-03 	69 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	tionerium 		unum 		ferri 											0
1405-03 	70 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	brocos, sellas 		duos, tres 												et, sedendi 	2
1405-03 	71 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	capciam 		unam 	modici valoris 						veterem 						0
1405-03 	72 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	candelabra 		duo 		lotoni 											0
1405-03 	73 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 			unum 					terre 							augnum, urseum 	2
1405-03 	74 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In focanea 	ollas 		duas 					terre 								0
1405-03 	76 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	colcam 		unam 			cum bredola 		magnam 								0
1405-03 	77 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	matalacium 		unum 													0
1405-03 	78 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		lintiamina 	duo 													1
1405-03 	79 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		copertam 	unam 						de livido 							1
1405-03 	80 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		flassiatam 	unam 													1
1405-03 	81 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		copertorium 	unum 	modici valoris 					de livido 							1
1405-03 	82 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	bancalium, petias 	cushions 	quinque 			cum listis [edging] rubeis 										1
1405-03 	83 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	petias, viridi 		quinque 												cortinarum, de tela 	2
1405-03 	84 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		translitium 	unum 													1
1405-03 	85 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	lecti 	copertam 	unam 						de livido 							1
1405-03 	86 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	de burdo 	copertorium 	unum 					parvum 								1
1405-03 	87 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	fol 	flassiatam 	unam 									listatam 				1
1405-03 	88 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	capciam 		unam 							veterem 						0
1405-03 	89 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	capciam, res 		aliam, quandam 												eam, et, infra, sequentes, sistentes, viz 	6
1405-03 	93 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	longerias 									bonas, debiles 					quam, quatuordecim, tam 	3
1405-03 	94 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 		tohalholas 	duas 													1
1405-03 	95 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In camera superiori 	corio 		unum 		de vitro 										bossellum, copertum, et 	3
1405-03 	97 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia domo superiori 	colcam 		unam 			cum uno matalacio 		parvam 								0
1405-03 	98 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia domo superiori 		flassiatas 	duas 	modici valoris 												1
1405-03 	99 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia domo superiori 	jarras 		quinque 					terre 								0
1405-03 	100 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	In alia domo superiori 	bassinetam 		unam 					parvam 								0
1405-03 	102 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	[Outside the house] Bona impignorata [crossed out] 	coloris, condam, mantellum, penes, se 		unam 		auri, panni 	foderatum 									Guillelmi, Johannis, Massilete, Urbaneum, civitatis, de variis, dicte, dicti, dicti, dixit, domine, exequiarum, existentem, florenis, in, pignore, pro duodecim, pro expensis, reperisse, viholeti 	20
1405-03 	103 	Et primo dixit se invenisse duas domos simul contiguas quarum una sita est in carreria Pelliparie stricte et altera in carreria Draparie Inferioris…. In quibus quidem domibus nunc adunitis in unam dixit se reperisse 	[Outside the house] Bona impignorata [crossed out] 	coloris, coloris, condam, cotam, funeria, mantellum, penes, penes, sindone 		quandam, quandam 		panni, panni 	foderatum 			lividi, lividi, rubei 	veteri 					Cambale, Guillelmi, Rixendem, civitate, dicte, dicti, dicti, dominam, domine, et, et, in, pignore, pro cera, quendam, sistentes 	16
1405-04 	5 	[No house] 	[No room] 					burelli 										Jacobi, Unam, chopam, dicti, grossi 	5
1405-04 	6 	[No house] 	[No room] 	tunicam 														Unam, de blanqueto 	2
1405-04 	7 	[No house] 	[No room] 	tunicam 				panni 				albi 						Unam, grossi 	2
1405-04 	8 	[No house] 	[No room] 	tunicam 		aliam 												Unam, bruni, grossi 	3
1405-04 	9 	[No house] 	[No room] 	caligarum, capucium, fol, par 		unum 		burello 										Unum, de grosso, et 	3
1405-04 	10 	[No house] 	[No room] 	tunicam 		aliam 												Unam, bruno, de grosso 	3
1405-04 	11 	[No house] 	[No room] 	capucium 	Unum 							de livido 							1
1405-04 	12 	[No house] 	[No room] 			duarum 												Quinque, lintiamina, telarum 	3
1405-04 	13 	[No house] 	[No room] 	mapas 	Duas 														1
1405-04 	14 	[No house] 	[No room] 	longerias 	Quatuor 														1
1405-04 	15 	[No house] 	[No room] 	capitergia 	Quatuor 														1
1405-04 	16 	[No house] 	[No room] 	manutergium 	Unum 														1
1405-04 	17 	[No house] 	[No room] 	bursam 														Unam, taberne 	2
1405-04 	18 	[No house] 	[No room] 															Unam, calotam 	2
1405-04 	19 	[No house] 	[No room] 	sacum 	Unum 														1
1405-04 	20 	[No house] 	[No room] 	cacobum 	Unum 						parvum 								1
1405-04 	21 	[No house] 	[No room] 	bassinetam 	Unam 						parvam 								1
1405-04 	22 	[No house] 	[No room] 								parvam 							Unam, cassiolam 	2
1405-04 	23 	[No house] 	[No room] 								parvas 							Duas, ayssiatas 	2
1405-04 	24 	[No house] 	[No room] 															Unum, ayssadonum 	2
1405-04 	25 	[No house] 	[No room] 	picam 	Unam 														1
1405-04 	26 	[No house] 	[No room] 								parvos 							Duos, ayssadonetos 	2
1405-04 	27 	[No house] 	[No room] 															Unam, ayssetam 	2
1405-04 	28 	[No house] 	[No room] 	secures, sive 							parvas 							Duas, destraletas 	2
1405-04 	29 	[No house] 	[No room] 	gavanholos 	Duos 														1
1405-04 	30 	[No house] 	[No room] 															Unum, tripedem 	2
1405-04 	31 	[No house] 	[No room] 	sartaginem 	Unam 						parvam 								1
1405-04 	32 	[No house] 	[No room] 															Unum, putatorium 	2
1405-04 	33 	[No house] 	[No room] 								parvam 							Unam, giratorium, girituam 	3
1405-04 	34 	[No house] 	[No room] 															Unum, ensem 	2
1405-04 	35 	[No house] 	[No room] 	bloquerios, clipeos, sive 	Duos 														1
1405-04 	36 	[No house] 	[No room] 															Tres, cultellos 	2
1405-04 	37 	[No house] 	[No room] 	corrigiam, sive, zonam 	Unam 				cum una scarrella et uno cultello 										1
1405-04 	38 	[No house] 	[No room] 	coffinum 	Unum 				cum quatuor platellis sex scutellis quatuor cloqueariis et sex sissoriis fusteis 										1
1405-04 	39 	[No house] 	[No room] 	morterium 														Unum, lapideum 	2
1405-04 	40 	[No house] 	[No room] 															Duo, crucibola 	2
1405-04 	41 	[No house] 	[No room] 	corrigiam 	Unam 				cum una scartella 										1
1405-04 	42 	[No house] 	[No room] 	viridem 					cum duabus manelhis et unum parvum pitalfum de terra 		parvam 							Unam, jarretam 	2
1405-04 	43 	[No house] 	[No room] 												listatum 			Unum, flassadonum 	2
1405-04 	44 	[No house] 	[No room] 															Duas, flassiatas 	2
1405-04 	45 	[No house] 	[No room] 							vacuum 								Unum, vas, vinarium 	3
1405-04 	46 	[No house] 	[No room] 	botas 	Duas 					vacuas 									1
1405-04 	47 	[No house] 	[No room] 				modici valoris 				parvam 							Unam, capcietam 	2
1405-04 	48 	[No house] 	[No room] 	capciam 	Unam 		modici valoris 				magnam 								1
1405-05 	5 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In aula 	capcias 			modici valoris 						veteres 						0
1405-05 	6 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In aula 	sellas 				fusteas 											0
1405-05 	8 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In camera 	capciam, capciam, longerias, mapas 		duas, tres 												Unam, et, et, infra, ipsam 	5
1405-05 	9 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In camera 	colcam 	Unam 		modici valoris 		cum uno parvo matalacio 		parvam 								1
1405-05 	10 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In camera 	modific 									lacerata 					lintiamina, valoris 	2
1405-05 	11 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In camera 	pessias 	lanearum 		modici valoris 						laceratas 						1
1405-05 	12 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In camera 	auricular 	Unum 														1
1405-05 	14 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In focanea 										fractam 					Unam, capcietam 	2
1405-05 	15 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In focanea 		jarretas 						parvas, terreas 								1
1405-05 	16 	Primo dixit se invenisse quoddam hospicium situm in carreria Triparie ... 	In focanea 	marmoreum, morterium 	Unum 														1
